Session,Session Title,Day,Time,Chunk,Poster ID,Title,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author 11,Author 12,Author 13,Author 14,Author 15,ACM Author Affiliations,abstract
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P7600,ViT-Split+: In-Place Adaptation of Vision Foundation Models for Efficient Semantic Segmentation,Andrei Chubarau,Prakhar Kulshreshtha,Brian Pugh,Salma Jiddi,,,,,,,,,,,,"Andrei Chubarau: Geomagical Labs Inc., Prakhar Kulshreshtha: Geomagical Labs, Inc., Brian Pugh: Geomagical Labs, Salma Jiddi: Geomagical Labs","Semantic segmentation of indoor scenes is key for augmented reality (AR) in interior design. Among recent methods, ViT-Split achieves competitive accuracy with fewer trainable parameters by directly adapting a DINOv2 backbone for dense prediction, fine-tuning a task head initialized from its final transformer layers. However, ViT-Split duplicates layers for the task head, inflating compute, while its feature fusion draws from uniformly spaced, potentially redundant frozen layers, diluting informative features. We further find that upgrading ViT-Split to DINOv3 degrades accuracy, despite the stronger backbone. We address these limitations with ViT-Split+, which (i) splits the transformer in place at a single pivot index, (ii) selects the pivot and fused layers via a Centered Kernel Alignment (CKA) analysis, and (iii) realizes significant accuracy gains with DINOv3. On ADE20k at 512×512, ViT-Split+ improves over ViT-Split by +1.4 mIoU (58.2 → 59.6) while reducing inference FLOPs by ~35%. For AR deployment, ViT-Split+ shows comparable gains on our in-house high-resolution indoor dataset, improving downstream defurnishing and scene editing pipelines."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P7640,The Whispering Wood: Gamified Age Gate for immersive experiences with Spatialized-Audio and Anti-Spoofing game mechanics,Olufunke Faderera Ajenifuja,Riccardo Bovo,George Loukas,,,,,,,,,,,,,"Olufunke Faderera Ajenifuja: University of Greenwich, Riccardo Bovo: University of Greenwich, George Loukas: University of Greenwich","Mixed reality platforms require a method to determine whether a user is a minor or an adult without disrupting the experience. However, existing age checks are based on face images, which require the user to remove the headset and break immersion while also creating privacy concerns. We explore audiometry  as an alternative approach that leverages headset audio output, allowing users to remain immersed. We use spatialized audio and XR holograms to turn the hearing test into a head-tracking game, where the same head movements that report whether a tone was heard also act as a spoofing check. We test this method on a simulated population and demonstrate a working prototype."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P7693,Cooperative Feedforward Avatars in a VR Rowing Exergame: Effects on Exercise Motivation and Performance,Lujia Yang,Tony Bosch,Junxiao Liao,Lijie Wang,Yaomin Zhu,Zixuan Wang,Burkhard C. Wünsche,,,,,,,,,"Lujia Yang: The University of Auckland:, Tony Bosch: University of Auckland, Junxiao Liao: University of Auckland, Lijie Wang: University of Auckland, Yaomin Zhu: University of Auckland, Zixuan Wang: The University of Auckland:, Burkhard C. Wünsche: University of Auckland","We present a VR rowing exergame that uses static cooperative feedforward avatars to support pacing, motivation, and performance. After data cleaning, 26 participants were included in a repeated-measures study across baseline, +3\%, and +5\% conditions. Both avatar conditions significantly increased stroke rate and power output compared with baseline. Interest/Enjoyment and Effort/Importance differed significantly across conditions, while Pressure/Tension did not. Qualitative feedback suggested that +3\% felt smoother and more motivating, whereas +5\% was sometimes perceived as more effortful or tiring. These findings suggest that cooperative avatar pacing can support exercise without relying on competitive pressure."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P7713,A Predict–Observe–Explain Real-Time Parametric Virtual Reality Environment for Teaching Column Buckling in Civil Engineering Education ,Alyssa Lubrano,Ali Darejeh,Sara Mashayekh,Samad M.E. Sepasgozar,,,,,,,,,,,,"Alyssa Lubrano: UNSW, Ali Darejeh: UNSW, Sara Mashayekh: UNSW, Samad M.E. Sepasgozar: UNSW","This paper investigates the effectiveness of a real-time parametric virtual reality (VR) environment for teaching the buckling behaviour of concrete columns in civil engineering education. The system enables users to interactively modify structural parameters, including column height, cross-section, applied load, and boundary conditions, while observing real-time deformation and failure behaviour. A between-subject experiment compared VR-based learning with traditional video instruction, evaluating conceptual understanding, memory retention, cognitive load, and learner confidence. Results showed that the VR group experienced lower perceived cognitive load and greater increases in confidence and engagement. Although no statistically significant differences were found in learning outcomes between the two methods, the confidence measures and qualitative findings indicated that the interactive features of the VR environment provided meaningful pedagogical benefits. The work contributes a Predict–Observe–Explain-based VR approach that integrates symbolic and visual representations to support the teaching of structural behaviour that is difficult to demonstrate through physical experimentation."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P7815,Lighting-Aware Presentation of Real Objects on a 3D Display Using Relightable 3D Gaussian Splatting,Aki Yato,Taishi Iriyama,Takashi Komuro,,,,,,,,,,,,,"Aki Yato: Saitama University, Taishi Iriyama: Saitama University, Takashi Komuro: Saitama University","We propose a method for reproducing a real object's material appearance by relighting its reconstructed 3D Gaussian representation according to the observer's surrounding illumination and presenting the relit result on a 3D display. Using relightable 3D Gaussian Splatting, which estimates per-Gaussian normals and material parameters to separate object appearance from lighting, we obtain an illumination-independent representation and relight it with an HDR environment map captured by an omnidirectional camera. We qualitatively demonstrate that, under bright and dim lighting conditions, the diffuse and specular reflections of the rendered object change consistently with the color and intensity of the surrounding light source."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P7832,Inner Mirror: Exploring Projection-Based Biofeedback for Multisensory Breathing Meditation in Home Environments,Lisa Timm,Michael A. Herzog,Danny Schott,,,,,,,,,,,,,"Lisa Timm: Institute of Industrial Design, Michael A. Herzog: Magdeburg-Stendal University of Applied Sciences, Danny Schott: Institute of Industrial Design","Stress regulation is increasingly important in everyday life. We present a projection-based multisensory meditation experience for home environments that combines breathing and pulse biofeedback, real-time visualization, sound, and mudra-inspired microgestures. A qualitative user study with five participants explored user experience, body awareness, and biofeedback perception following controlled stress induction using questionnaires and semi-structured interviews. Participants perceived the dynamic projection either as a breathing pacing cue or as a representation of their own breathing when synchronization appeared credible. These findings inform the design of multisensory biofeedback systems that support relaxation, self-awareness, and well-being in everyday domestic contexts through credible embodied interaction."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P7883,Peripheral Motion for Attention Guidance in Virtual Reality,Carolina Gonçalves,Teresa Matos,Rui Rodrigues,,,,,,,,,,,,,"Carolina Gonçalves: University of Porto, Teresa Matos: Faculdade de Engenharia, Universidade do Porto, Rui Rodrigues: FEUP/INESC TEC","Virtual Reality applications require attention guidance mechanisms that balance effectiveness and immersion. This work investigates the design of a covert attentional cue through the use of peripheral motion to direct users toward targets outside their field of view, while an animated outline helps locate the target once it becomes visible. A user study with 55 participants compared the proposed approach with an overt arrow cue and Subtle Gaze Direction in static and dynamic virtual environments. Results showed that the motion cue effectively guided attention while being perceived as less distracting, more subtle, and comfortable."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P8007,Resilience Protocol: A VR Stress Inoculation Training System with MetaHuman-Driven Adaptive AI,Ehtiram Shukurov,,,,,,,,,,,,,,,Ehtiram Shukurov: University of Minnesota,"Stress inoculation training (SIT) builds psychological resilience by progressively exposing individuals to controlled stressors. We present Resilience Protocol, a first-person virtual reality application designed as an immersive SIT experience built in Unreal Engine 5.6. A MetaHuman-driven AI antagonist pursues the participant through three escalating stages of increasing challenge, incorporating physics-based interactive puzzles and an adaptive audio system that responds dynamically to in-game events. The system translates established cognitive-behavioral SIT methodology into an interactive VR format, offering an engaging and scalable alternative to traditional stress inoculation approaches. We describe the system architecture, design rationale, and potential applications in resilience training contexts."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P8041,Effects of Avatar Appearance on Users' Perception in Social VR: A User Study with Seated Acquainted Dyads ,Selina Palige,Katharina Precht,Angelika C. Bullinger,,,,,,,,,,,,,"Selina Palige: Chemnitz University of Technology, Katharina Precht: Chemnitz University of Technology, Angelika C. Bullinger: Chemnitz University of Technology","This study investigates the effect of avatar design on users’ perception in social virtual reality (VR). While it is a common understanding that avatar usage enhances user perception in VR applications, little is known about the effect of different avatar designs on the user perception within social scenarios with seated positions. We conducted a between-subjects user study with 70 participants (35 acquainted dyads) attending a virtual opera event. Bayesian statistical analysis revealed equivalence for hand-and-hands vs. full-body avatars for all measures of user perception applied. Systematic content analysis of post-experiment interviews show 90% of participants preferred full-body representations, nonetheless."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P8082, Investigating Human Perception and Spatial Learning During Active Locomotion: A Modular XR Framework,Lior Maman,Tsvi Kuflik,Sarit Szpiro,,,,,,,,,,,,,"Lior Maman: University of Haifa, Tsvi Kuflik: The University of Haifa, Sarit Szpiro: University of Haifa","Traditional screen-based cognitive paradigms offer high experimental control, but require participants to remain seated. Yet in everyday life, perception and cognition occur during active physical movement, limiting ecological validity and leaving open fundamental questions about how these processes differ during locomotion. We present a framework for designing cognitive experiments adapted to 3D space and active locomotion, implemented in XR headsets, illustrated through three use cases: spatiotemporal statistical learning, dual-task cognitive load during walking, and visual prior violation through a shape-from-shading paradigm. Together, these cases demonstrate XR's potential as a powerful platform for cognitive neuroscience, enabling investigation of perception and cognition."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P8235,Remembering Together: How Community-Based Design Turns Memory into a Social VR Experience,Karolina Wylężek,Patricia de Torres Coll,Irene Calvis,François Matarasso,Ibrahim El Shemy,Katrien De Moor,Sergio Cabrero Barros,Pablo Cesar,,,,,,,,"Karolina Wylężek: Centrum Wiskunde & Informatica, Patricia de Torres Coll: Fundación Vicomtech, Basque Research and Technology Alliance (BRTA), Irene Calvis: LICEU Barcelona, François Matarasso: Independent Researcher, Ibrahim El Shemy: Norwegian University of Science and Technology, Katrien De Moor: Norwegian University of Science and Technology, Sergio Cabrero Barros: Fundación Vicomtech, Basque Research and Technology Alliance (BRTA), Pablo Cesar: Centrum Wiskunde & Informatica (CWI)","As history shapes current perspectives, the way we present past events should be carefully curated, enabling responsible societies. In this work, together with the relevant communities (ex-inmates, contemporaries, experts), we co-design and evaluate a social VR experience showcasing the history of the Franco regime’s political prisoners.  The results, analysed alongside current literature, show that depending on the type of memory the groups hold, they focus on different aspects of the experience during the co-design and evaluation. This finding suggests that to create meaningful memory-based experiences, all groups shaped by that memory should be engaged in the design process and decisions."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P8236,Hearing Through Portals: Preliminary Results on Auditory Cues for Navigation in VR Impossible Spaces,Paulo Benety Mendes de Lima,Elizabeth Rose Urquhart,Jack Freeth,Oliver Mitchell,Samuel Ou,Dominik Lange-Nawka,Samuel E R Thompson,Burkhard C. Wünsche,Steffan Hooper,Elliott Wen,,,,,,"Paulo Benety Mendes de Lima: University of Auckland, Elizabeth Rose Urquhart: University of Auckland, Jack Freeth: University of Auckland, Oliver Mitchell: University of Auckland, Samuel Ou: University of Auckland, Dominik Lange-Nawka: University of Auckland, Samuel E R Thompson: University of Cambridge, Burkhard C. Wünsche: University of Auckland, Steffan Hooper: University of Auckland, Elliott Wen: The University of Auckland","Impossible Spaces in virtual reality enable navigation of large virtual environments within limited physical areas by connecting overlapping spaces through portals. We investigated whether spatial audio propagating through such portals helps users to navigate efficiently. We conducted a user study with 31 participants comparing navigation in impossible spaces with and without propagated audio. No significant differences were observed, however, qualitative feedback varied: some participants found audio helpful, and others perceived it as overwhelming. This suggests that spatial audio through portals may not consistently improve navigation in impossible spaces, and benefits may depend on individuals' cognitive and auditory processing skills."
Poster 3B,AI-Assisted Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P8346,Coherent and Reversible AI-assisted XR Scene Authoring by Spatial Dependency Graphs,Mine Dastan,Dongyu Qiu,Haiyan Jiang,Michele Fiorentino,Frank Guan,,,,,,,,,,,"Mine Dastan: Polytechnic University of Bari, Dongyu Qiu: Singapore Institute of Technology, Haiyan Jiang: The Hong Kong Polytechnic University, Michele Fiorentino: Polythecnic Institute of Bari, Frank Guan: Singapore Institute of Technology","The adoption of mixed extended technologies as authoring tools is increasing, as XR and AI-assisted systems simplify the creation of immersive content and narratives and make the process accessible to users without advanced technical expertise or the need for a traditional desktop interface. Existing tools have the ability to capture user intent and rapidly translate it into immersive creative outputs. However, their editing capabilities remain limited, as they often treat objects as isolated entities, failing to preserve semantic and contextual coherence across the generated scene. To preserve scene coherence during actions, we designed a novel Spatial Dependency Graph (SDG) structure for managing inter-object relationships (support and dependency) inferred from bounding-volumes and object-type semantics. SDG is traversed during action to preserve scene coherence through novel cascaded operations on dependent objects: (i) co-motion in case of movements, (ii) re-support find a compatible support in scene, and (iii) remove dependents when no coherent support exist and (iv) reverse  which rollback to any prior scene states.
We implemented SDG in a MR demonstrator integrating Unity3D and Meta Quest 3 with a text LLM-based command parser. A preliminary study with two participants achieved an adapted SUS score of 82.5/100, indicating promising initial usability and supporting broader dependency-aware XR authoring."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P8439,Human Factors in Implementing Virtual Showrooms: Insights from an Industry Focus Group and a Survey,Melisa Tasliarmut,Katharina Precht,Ronja Schneider,Chris Calum Pankerl,Philipp Klimant,Angelika C. Bullinger,,,,,,,,,,"Melisa Tasliarmut: Chemnitz University of Technology, Katharina Precht: Chemnitz University of Technology, Ronja Schneider: Mittweida University of Applied Sciences, Chris Calum Pankerl: Chemnitz University of Technology, Philipp Klimant: Mittweida University of Applied Sciences , Angelika C. Bullinger: Chemnitz University of Technology","Virtual showrooms integrating generative artificial intelligence and spatial computing offer new opportunities to enhance user experiences in industrial contexts. Despite growing interest, adoption remains limited due to insufficient understanding of industry requirements and human factors. This study explores requirements and barriers using a mixed-methods design within the user-centered design framework. A focus group with industry representatives collected requirements and barriers before and after experiencing a VR showroom, while survey participants without prior showroom experience ranked literature-based factors. Triangulated results provide an overview of critical requirements and barriers for practical implementation, particularly regarding maintainability, usability, cost-benefit analyses, and simulator sickness."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P8446,UltraArUco: A Lightweight Multilingual Library And Framework With Low-Latency Real-Time Marker-Based Tracking System For Mobile AR Interaction,Mikhail Kiselev,Aleksandr Marukhin,Ivan Snegirev,Elizaveta Semenyakina,Miguel Altamirano Cabrera,Dzmitry Tsetserukou,,,,,,,,,,"Mikhail Kiselev: Skolkovo Institute of Science and Technology, Aleksandr Marukhin: Skolkovo Institute of Science and Technology, Ivan Snegirev: Skolkovo Institute of Science and Technology, Elizaveta Semenyakina: Skolkovo Institute of Science and Technology, Miguel Altamirano Cabrera: Skolkovo Institute of Science and Technology, Dzmitry Tsetserukou: Skolkovo Institute of Science and Technology","UltraArUco - a lightweight multilingual library and framework for low-latency, real-time marker-based tracking in mobile augmented reality. Unlike standard OpenCV-based implementations, UltraArUco introduces an optimized multilingual wrapper that reduces per-frame latency in four times, while maintaining high accuracy. Distributed Wi-Fi architecture provides portability, connects mobile device (camera input and detection) with a PC-based visual application, enabling responsive interactions. The framework is validated through an interactive piano simulation, where static ArUco markers on keys enable occlusion-based note triggering, and hand-mounted markers provide spatial gesture recognition. UltraArUco’s system requirements makes it perfect for resource-constrained mobile AR applications, demonstrating viable AR music application without specialized equipment."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P8727,Visual Fatigue During Context Switching in Naturalistic Tasks for AR Interaction ,Nora Jane Castner,Yannick Sauer,Björn Severitt,Rajat Agarwala,Siegfried Wahl,,,,,,,,,,,"Nora Jane Castner: Carl Zeiss Vision International GmbH, Yannick Sauer: University of Tübingen, Björn Severitt: Universität Tübingen, Rajat Agarwala: University of Tübingen, Siegfried Wahl: Carl Zeiss Vision International GmbH","This study examines how augmented reality (AR) focal distance affects visual comfort and performance during naturalistic tasks. Using a commercial binocular headset (RayNeo X3 Pro), participants reproduced 3D toy-brick models on a desk within 45 seconds, repeated shifting attention between virtual instructions and physical bricks. Vergence distance was matched to the desk while four focal distances (0D,0.5D,1D,1.5D) were presented counterbalanced. There were no significant effects of eye tiredness, concentration, focus switching, double vision, or performance, but significantly increased reported blur at 0D versus 1.5D, indicating focal distance systematically modulates blur-related discomfort in AR-guided near-work tasks."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P8762,FocusStack2XR: Provenance-Preserving Depth-Aware Visualization of Focal-Stacked Specimen Images,Bingxi Li,,,,,,,,,,,,,,,Bingxi Li: University of California,"We present FocusStack2XR, a prototype pipeline and early browser-based viewer for depth-aware inspection of focal-stack specimen images. Rather than claiming metric 3D reconstruction, the system preserves focal-plane provenance by linking displayed regions to source image slices. From a captured stack, it estimates sharpness maps, focus-index maps, confidence cues, foreground masks, and relative focus-depth proxies. A 24-slice insect-specimen prototype demonstrates how these representations can support all-in-focus viewing, source-slice inspection, and uncertainty-aware scientific browsing of extended-depth-of-field image data without hallucinating occluded or uncertain structure."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P8867,CrisisX: Emotionally Adaptive VR Training for Healthcare Crisis Communication,Viet-Tham Huynh,Ngoc-Thu Thi Tran,Anh Cong Phan,Nu Tra-Mi Le,VI KY LE,Tam Nguyen,Minh-Triet Tran,,,,,,,,,"Viet-Tham Huynh: University of Science, VNU-HCM, Ngoc-Thu Thi Tran: University of Economics Ho Chi Minh City (UEH), Anh Cong Phan: University of Economics Ho Chi Minh city, Nu Tra-Mi Le: University of Economics Ho Chi Minh City (UEH), VI KY LE: University of Economics Ho Chi Minh City (UEH), Tam Nguyen: University of Dayton, Minh-Triet Tran: University of Science, VNUHCM","Existing clinical communication training is limited by cost, scalability, and static interactions. We present CrisisX, an AI-driven VR system featuring an emotionally adaptive virtual patient. Driven by a novel Emotional State Engine and large language models, the agent dynamically escalates or de-escalates in response to the trainee’s voice interactions and provides explainable, rubric-based feedback. A two-phase evaluation, culminating in a clinical pilot with 14 health-profession students, demonstrated high immersion, perceived usefulness, and good usability (UMUX-LITE 76.8/100). Crucially, workload analysis revealed a high-effort, low-frustration cognitive ""sweet spot,"" proving particularly effective at bridging the practical experience gap for novices. These results suggest CrisisX offers a scalable, emotionally realistic approach to healthcare communication training."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P8884,The Role of Human-Like Embodiment and Conversational Cues of Intelligent Virtual Agents in VR for Mental Health Support,Lukas Oberfrank,Lucie Wittig,Frank Steinicke,,,,,,,,,,,,,"Lukas Oberfrank: Universität Hamburg, Lucie Wittig: Universität Hamburg, Frank Steinicke: Universität Hamburg","The increasing demand for mental healthcare,  and recent advances in large language models (LLMs), have led to the widespread adoption of intelligent virtual agents (IVAs). IVAs can be designed with a diverse range of visual features, and LLMs offer customization options for their communication. 
In our 2x2 within-subject study, we examined how visual human-likeness and conversational style of IVAs in virtual reality (VR) influence perceived trust and rapport.
35 participants engaged in psychotherapeutical self-help exercises with four different IVAs that varied in embodiment (human-like vs. abstract) and conversational style (human-like vs. mechanical). Human-like conversational style had the strongest positive effect."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P8896,Spatially Anchored Knowledge Graphs: Connecting Everyday Contexts to Study Materials in Mixed Reality,Qingzhu Zhang,,,,,,,,,,,,,,,Qingzhu Zhang: University of California,"Professional study often requires learners to connect abstract concepts with concrete experience, but conventional review rarely preserves the everyday cues that could support those connections. We present spatially anchored knowledge graphs, a mixed-reality authoring workflow that turns captured objects into source-grounded memory anchors. The prototype captures object snapshots in passthrough MR, generates role-aware association paths through exploratory AI or textbook-grounded retrieval, and transfers selected paths into a VR knowledge graph for spatial organization and source inspection. It positions MR as situated capture and VR as embodied graph authoring, providing a concrete basis for studying associative recall and review workload."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P8915,Empathic Concern and Task Performance in VR Tangram Collaboration ,Heesook Shin,Yongho Lee,Gun A. Lee,Seungwon Kim,Youn-Hee Gil,,,,,,,,,,,"Heesook Shin: Electronics and Telecommunications Research Institute, Yongho Lee: Electronics and Telecommunications Research Institute, Gun A. Lee: Adelaide University, Seungwon Kim: Chonnam National University, Youn-Hee Gil: Electronics and Telecommunications Research Institute","Even with the same VR collaboration system and task, collaboration outcomes can vary by participant characteristics. This study examined how empathic concern relates to performance and dialogue structure in a VR director–matcher Tangram task. Thirty-two dyads completed the task, and completion time and matcher turn count were measured per round. Matcher's empathic concern was found to be positively associated with longer completion time, and this relationship was statistically explained by increased matcher turn count. These findings suggest that empathic concern may be associated with greater conversational involvement, which can appear as a communication cost in time-sensitive VR collaboration."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P8961,InnerFlow: A VR Tai Chi Guidance System with Movement-Responsive Self-Avatar Visualization,Sirui Xiao,Zekun Qin,Zhaohan Wang,Yezi He,Zihan Gao,Xin Lyu,,,,,,,,,,"Sirui Xiao: School of Animation and Digital Arts, Zekun Qin: School of Animation and Digital Arts, Zhaohan Wang: School of Animation and Digital Arts, Yezi He: School of Animation and Digital Arts, Zihan Gao: School of Animation and Digital Arts, Xin Lyu: School of Animation and Digital Arts","Tai Chi is a mind–body practice cultivating posture, rhythm, and internal flow, yet existing AR/VR Tai Chi training systems mainly emphasize posture accuracy. We present InnerFlow, a VR guidance system that visualizes movement-responsive inner flows within a semi-transparent self-avatar. Using motion capture and real-time particle visualization, InnerFlow transforms users’ movement quality into coherent or disturbed visual flows. A pilot study with 12 participants showed good usability, strong embodiment, and moderate-to-strong presence. InnerFlow contributes culturally grounded self-avatar feedback that shifts VR Tai Chi learning from posture correction toward embodied perception."
Poster 3A,"Embodied Interaction, Multimodal Control & Assistive Systems","Friday, 9 October",11:15-13:45,Chunk 2,P8988,Comparison of 3D Sketching Modes in Mobile Augmented Reality,Lennard Grimm,Christoph Holtmann,Johann Habakuk Israel,,,,,,,,,,,,,"Lennard Grimm: HTW Berlin, Christoph Holtmann: HTW Berlin, Johann Habakuk Israel: HTW Berlin","With the increasing ubiquity of mobile devices and increasingly accurate location services, mobile augmented reality (MAR) is gaining in importance. Some MAR systems use drawing and sketching techniques to create 3D objects on site. While prior work has explored 3D sketching in virtual reality (VR) with head-mounted displays and dedicated controllers, MAR sketching on smartphones remains underexamined. In this paper, we present the design and implementation of three modular sketching tools within a smartphone AR prototype, enabling six distinct sketching modes, and an empirical evaluation comparing these configurations. Our study investigates user experience, efficiency, and usability, revealing that canvas-based sketching (2D surfaces placed in 3D space) is perceived as fastest and most natural, while a combination of freehand “precision” drawing and “connect” snapping aids produces the best results for fully 3D sketches. We discuss challenges in MAR evaluation - such as depth perception and input-display coupling - and provide guidelines for future mobile 3D sketching applications."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P9065,Translating Text to Italian Sign Language Using 3D Avatars,Alessandro Clocchiatti,Flavio Dumitru Roman,Agata Marta Soccini,,,,,,,,,,,,,"Alessandro Clocchiatti: University of Torino, Flavio Dumitru Roman: University of Torino, Agata Marta Soccini: Università degli Studi di Torino","Communication barriers for Deaf individuals persist in everyday scenarios where interaction relies primarily on speech or text, limiting accessibility and increasing the risk of social exclusion. 
While translation frameworks exist for widely documented sign languages, real-time pipelines for Italian Sign Language (LIS) remain scarce. 
We present a real-time text-to-LIS framework combining a Large Language Model-driven multi-agent architecture with a motion-capture dataset for 3D avatar animation.
Our approach handles out-of-vocabulary signs, supports multiple avatars, and is highly extensible to other sign languages and vocabularies.
A user evaluation with Deaf users provided overall promising feedback, suggesting potential extension to Extended Reality applications."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P9198,Designing Embodied Data Storytelling for Cultural Heritage in Virtual Reality,Yuxuan Guo,,,,,,,,,,,,,,,Yuxuan Guo: Shanghai Jian Qiao University,"Virtual reality (VR) has become a powerful medium for cultural heritage, yet many systems emphasize spatial reconstruction while offering limited support for interpreting the diverse evidence on which heritage narratives depend. We propose a mapping method for designing embodied data storytelling in VR, transforming heterogeneous heritage evidence according to its narrative role rather than its media type: temporal data become embodied narrative checkpoints, event data become interpretive data islands, and geographic data become situated scaled environments. We instantiate the method in a prototype based on the Silk Road and conduct a preliminary study with six participants. Results indicate that the approach connects interaction, spatial experience, and data interpretation, yet embodiment alone is insufficient, users still rely on explanatory anchors such as narration, captions, and mini-maps to understand what each action or spatial representation means."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P9219,AR-semble: Preliminary Field Evidence for Augmented Reality-Guided Robot Assembly in Middle School STEM Education ,Naomi Unkelos Shpigel,Bari Cohen,Shalev Cohen,Doaa Saad,,,,,,,,,,,,"Naomi Unkelos Shpigel: Braude College of Engineering, Bari Cohen: Braude college of engineering, Shalev Cohen: Braude college of engineering, Doaa Saad: Braude college of engineering","Assembling physical robots from two-dimensional printed instructions is a persistent challenge in STEM education: novice learners must mentally translate flat, static diagrams into three-dimensional spatial actions, a process that increases cognitive load, generates assembly errors, and creates high dependence on instructor support. We report preliminary field evidence from a classroom deployment of AR-semble, a mobile Augmented Reality application supporting robot assembly in middle school STEM education. AR-semble overlays step-by-step 3D animated guidance onto printed assembly manuals using marker-based tracking (Unity/Vuforia), enabling learner-controlled progression. Sixteen students completed a full six-step robot assembly session (M = 42:28 min), generating detailed navigation logs. A post-session survey (n = 8) assessed perceived usability, learning support, and engagement. Results indicate strong usability (easy to follow: M = 4.12/5; easy to learn: M = 4.00/5) and positive perceived usability and learning support (improved understanding: M = 3.75/5; learning efficiency: M = 3.75/5). Log analysis identifies pages 3 and 4 as navigationally challenging, informing targeted content redesign. These findings bridge the gap between design validation and a planned controlled comparative experiment."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P9220,Visibility and Perceptual Impact of Distortions in Augmented Reality (AR) Image Composition,Mahzar Eisapour,Zhou Wang,,,,,,,,,,,,,,"Mahzar Eisapour: University of Waterloo, Zhou Wang: University of Waterloo","Mobile and wearable augmented reality (AR) systems operate under rendering, computation, and transmission constraints that can introduce visible composition artifacts. This paper analyzes distortion visibility using the ARC-IQA dataset, which contains 193 AR compositions with subjective mean opinion scores (MOS). We study controlled appearance and structural degradations, including luminance mismatch, chromaticity variation, contrast modification, texture compression, and geometric perturbation, and relate them to quantitative content descriptors. Results show that luminance and contrast inconsistencies cause the strongest perceptual degradation, whereas textural complexity can partially mask compression artifacts. The analysis further shows that geometric complexity, texture entropy, and colorfulness influence how strongly the same distortion level is perceived across different virtual objects. These findings provide practical guidance for perceptual optimization, AR quality assessment, and resource-aware multimedia rendering."
